LoanID,LoanAmount,Income,Age,CreditScore,ExistingEMI,EmploymentStatus,Tenure,MaritalStatus,Dependents,RepaymentHistory,Purpose,Stage,DelinquencyCount12M,DefaultStatus
44913,339794,38328,53,717,1544,Self-Employed,39,Divorced,3,Good,Home Loan,Disbursement,1,0
44914,994614,24191,24,410,15526,Retired,21,Single,0,Poor,Car Loan,Disbursement,4,1
44915,816428,13894,55,820,15071,Retired,42,Widowed,2,Good,Business Loan,File,0,0
44916,97290,31703,39,506,14440,Retired,16,Single,2,Poor,Car Loan,File,0,1
44917,502049,39145,64,397,13565,Employed,9,Single,4,Good,Personal Loan,Sanction,3,0
44918,467561,11613,59,487,14071,Retired,47,Single,4,Good,Personal Loan,Disbursement,2,0
44919,444520,13509,52,596,6318,Retired,48,Divorced,2,Good,Car Loan,File,3,0
44920,874518,12152,62,628,294,Employed,56,Married,3,Average,Car Loan,Sanction,4,0
44921,689609,5205,25,320,14471,Employed,12,Divorced,2,Good,Home Loan,Disbursement,0,0
44922,257028,15967,37,399,18336,Self-Employed,57,Widowed,3,Poor,Business Loan,File,0,1
44923,747309,19547,55,364,12332,Unemployed,26,Married,1,Good,Business Loan,Lead,2,0
44924,131379,16720,37,511,16330,Employed,23,Married,1,Good,Personal Loan,Sanction,2,0
44925,514364,36807,37,318,1331,Unemployed,29,Single,4,Good,Home Loan,File,2,0
44926,730583,31980,45,380,6061,Retired,55,Widowed,3,Good,Home Loan,Sanction,2,0
44927,239733,20167,61,560,8318,Employed,40,Single,1,Average,Personal Loan,Disbursement,2,0
44928,419339,11570,28,549,15882,Employed,56,Married,3,Good,Business Loan,Sanction,1,0
44929,300239,23128,48,479,19440,Employed,57,Single,2,Average,Personal Loan,Sanction,0,0
44930,97971,28987,39,763,14460,Retired,22,Married,2,Good,Business Loan,Sanction,0,0
44931,878590,24506,28,839,1563,Self-Employed,52,Widowed,2,Good,Car Loan,Sanction,3,0
44932,867253,24361,29,705,7311,Employed,34,Married,4,Good,Personal Loan,Lead,0,0
44933,506843,25120,38,382,23,Retired,47,Widowed,2,Average,Car Loan,Lead,0,0
44934,982689,6951,64,816,17933,Retired,43,Divorced,3,Good,Personal Loan,Disbursement,4,0
44935,619751,31257,23,753,11024,Self-Employed,49,Single,4,Average,Home Loan,Sanction,2,0
44936,518036,9647,47,370,13137,Retired,48,Divorced,3,Average,Business Loan,File,3,0
44937,714244,15826,54,379,4496,Employed,31,Married,4,Average,Home Loan,Lead,2,0
44938,254668,24418,36,796,6441,Unemployed,15,Married,2,Poor,Car Loan,Lead,1,0
44939,10291,5796,50,469,10298,Retired,18,Single,4,Good,Personal Loan,Sanction,3,0
44940,439409,12945,56,666,8453,Employed,10,Single,3,Good,Home Loan,Disbursement,0,0
44941,643132,29360,30,535,14535,Self-Employed,49,Widowed,3,Poor,Business Loan,File,0,1
44942,794554,14081,56,316,10119,Employed,55,Single,3,Good,Personal Loan,Lead,2,0
44943,534164,18775,43,488,2303,Self-Employed,50,Divorced,3,Good,Personal Loan,Disbursement,1,0
44944,248082,16770,49,745,3132,Unemployed,32,Divorced,1,Good,Home Loan,Disbursement,1,0
44945,472876,17607,51,766,19496,Employed,50,Divorced,0,Average,Personal Loan,Sanction,4,0
44946,62147,9133,60,645,7867,Employed,44,Single,0,Good,Car Loan,Sanction,0,0
44947,137895,3854,51,431,12210,Retired,31,Single,2,Good,Car Loan,File,3,0
44948,844084,30730,37,503,9110,Unemployed,48,Divorced,0,Good,Home Loan,Disbursement,2,0
44949,631665,26785,25,844,9522,Unemployed,49,Divorced,2,Poor,Personal Loan,Lead,4,0
44950,917657,32814,54,787,19825,Unemployed,30,Widowed,2,Good,Business Loan,File,3,0
44951,718564,21332,45,519,7704,Employed,26,Widowed,3,Average,Business Loan,File,0,0
44952,448598,39364,44,481,14020,Employed,39,Widowed,4,Average,Car Loan,Disbursement,2,0
44953,408603,21595,33,357,4143,Employed,18,Widowed,0,Good,Home Loan,Lead,2,0
44954,631987,39782,31,786,5143,Retired,15,Divorced,1,Average,Home Loan,Lead,1,0
44955,240427,18691,60,686,2029,Retired,21,Divorced,1,Good,Personal Loan,Lead,4,0
44956,760140,4923,38,749,14915,Retired,7,Single,4,Good,Business Loan,Sanction,4,0
44957,973679,36238,51,400,15446,Unemployed,29,Married,3,Good,Personal Loan,File,1,0
44958,548268,2075,22,417,17292,Retired,46,Married,2,Poor,Home Loan,File,2,1
44959,422440,19026,42,734,13617,Self-Employed,58,Divorced,4,Good,Home Loan,Disbursement,1,0
44960,274265,12391,34,423,19191,Unemployed,6,Divorced,1,Average,Business Loan,File,1,0
44961,990470,9006,34,608,9734,Self-Employed,39,Widowed,3,Good,Personal Loan,Disbursement,0,0
44962,209562,12153,31,630,19424,Employed,30,Married,2,Good,Business Loan,File,0,0
44963,920378,11940,56,511,4858,Unemployed,23,Divorced,0,Poor,Personal Loan,Lead,2,1
44964,257703,5412,29,657,15732,Retired,56,Widowed,3,Poor,Personal Loan,Lead,3,0
44965,934385,34920,24,476,5656,Self-Employed,50,Widowed,1,Average,Car Loan,Disbursement,2,0
44966,742813,28123,52,567,4137,Self-Employed,54,Divorced,3,Good,Car Loan,File,2,0
44967,88176,26273,58,358,17548,Unemployed,43,Widowed,4,Good,Home Loan,Disbursement,0,0
44968,580097,37913,34,713,16388,Self-Employed,15,Divorced,3,Good,Personal Loan,Disbursement,4,0
44969,653320,16108,50,432,14535,Unemployed,42,Married,1,Poor,Car Loan,File,2,1
44970,344765,19564,53,449,5449,Self-Employed,33,Single,3,Poor,Car Loan,Lead,0,1
44971,121440,30909,34,806,983,Retired,58,Widowed,4,Good,Car Loan,File,2,0
44972,290241,9688,51,608,13634,Employed,59,Married,1,Average,Personal Loan,Sanction,1,0
44973,7978,25071,51,366,14062,Retired,27,Divorced,4,Good,Home Loan,File,1,0
44974,140404,37311,35,748,8506,Retired,11,Married,1,Good,Home Loan,File,4,0
44975,352717,5212,21,493,7750,Unemployed,9,Single,0,Poor,Personal Loan,File,2,1
44976,237389,34948,28,826,9426,Unemployed,32,Widowed,2,Good,Personal Loan,Disbursement,3,0
44977,259652,25370,45,699,335,Employed,57,Single,2,Average,Car Loan,Lead,3,0
44978,806521,32817,46,472,1613,Unemployed,19,Married,2,Good,Home Loan,Lead,3,0
44979,394694,12549,44,716,15061,Employed,29,Widowed,4,Good,Car Loan,Sanction,1,0
44980,323948,20811,55,343,2188,Employed,54,Widowed,0,Good,Business Loan,File,1,0
44981,725112,24515,39,639,419,Unemployed,29,Divorced,0,Average,Business Loan,Lead,1,0
44982,945988,38252,32,501,17464,Retired,30,Divorced,1,Good,Car Loan,File,0,0
44983,982912,15224,33,793,13217,Employed,21,Single,2,Good,Business Loan,Sanction,0,0
44984,477760,27045,36,556,18999,Employed,18,Married,4,Good,Personal Loan,Lead,1,0
44985,583306,15017,49,811,2572,Retired,29,Married,3,Good,Personal Loan,Sanction,4,0
44986,940652,9146,30,757,17362,Retired,42,Single,2,Good,Home Loan,Lead,0,0
44987,132198,3826,52,847,17238,Retired,45,Married,0,Good,Personal Loan,Sanction,2,0
44988,776170,30464,38,844,9247,Self-Employed,37,Widowed,0,Good,Car Loan,File,0,0
44989,270974,22606,31,448,7476,Self-Employed,42,Married,1,Good,Personal Loan,File,4,0
44990,912820,29437,27,360,2408,Self-Employed,57,Single,4,Good,Home Loan,Lead,2,0
44991,335638,7231,44,483,9995,Self-Employed,51,Single,4,Average,Personal Loan,Sanction,4,0
44992,392344,8414,32,401,16012,Retired,25,Single,4,Good,Personal Loan,Disbursement,4,0
44993,817430,7526,36,462,3672,Employed,36,Married,3,Good,Business Loan,Disbursement,4,0
44994,858508,38761,31,611,7950,Retired,26,Widowed,1,Average,Home Loan,Disbursement,3,0
44995,166749,3260,50,546,7300,Employed,8,Divorced,0,Average,Car Loan,File,1,0
44996,34101,22641,53,420,18740,Retired,47,Divorced,4,Good,Home Loan,File,3,0
44997,505234,17672,53,343,16071,Self-Employed,15,Single,1,Poor,Personal Loan,Sanction,0,1
44998,245575,27880,25,314,17408,Retired,8,Divorced,1,Poor,Home Loan,File,4,1
44999,387299,26544,37,847,14712,Employed,34,Divorced,3,Good,Car Loan,Disbursement,4,0
45000,536341,17067,54,823,3741,Unemployed,48,Widowed,0,Good,Home Loan,Sanction,3,0
45001,141742,23644,36,480,9580,Self-Employed,25,Widowed,4,Good,Car Loan,Sanction,3,0
45002,900426,3077,29,541,5408,Unemployed,58,Single,0,Average,Home Loan,Disbursement,4,0
45003,641854,11754,52,472,16211,Retired,50,Single,2,Good,Home Loan,Sanction,0,0
45004,642939,10675,56,409,2564,Employed,45,Widowed,4,Good,Car Loan,Disbursement,2,0
45005,146353,17861,47,822,1551,Self-Employed,34,Divorced,0,Good,Personal Loan,Disbursement,2,0
45006,219730,18554,50,442,16079,Unemployed,7,Married,3,Good,Business Loan,Disbursement,2,0
45007,58341,31381,35,776,8956,Retired,14,Widowed,0,Good,Personal Loan,File,2,0
45008,73069,15388,47,326,4841,Self-Employed,42,Divorced,0,Good,Home Loan,Lead,1,0
45009,933260,33926,42,364,1169,Self-Employed,42,Widowed,3,Good,Personal Loan,Sanction,2,0
45010,463291,16340,42,348,16028,Retired,34,Divorced,4,Poor,Home Loan,Sanction,2,1
45011,714781,29194,44,553,11099,Self-Employed,36,Married,3,Good,Business Loan,Sanction,2,0
45012,458324,36458,34,699,17112,Unemployed,52,Divorced,1,Good,Car Loan,Disbursement,4,0
45013,332467,34752,58,364,18459,Retired,35,Divorced,4,Good,Car Loan,Disbursement,1,0
45014,882042,21474,26,765,8401,Self-Employed,39,Single,4,Average,Personal Loan,Lead,2,0
45015,351482,38928,37,768,14387,Self-Employed,28,Married,4,Good,Car Loan,Lead,0,0
45016,763740,32531,48,709,6653,Retired,35,Single,1,Good,Business Loan,Sanction,0,0
45017,753218,17681,44,575,2013,Retired,38,Single,3,Good,Personal Loan,Disbursement,2,0
45018,775532,37051,35,614,12820,Unemployed,57,Widowed,3,Good,Business Loan,Lead,1,0
45019,415264,35433,48,481,7581,Unemployed,16,Married,3,Poor,Home Loan,Disbursement,3,1
45020,712966,18805,34,631,1043,Retired,7,Widowed,3,Good,Personal Loan,Disbursement,0,0
45021,801308,31062,31,559,19517,Self-Employed,34,Divorced,0,Good,Car Loan,Disbursement,1,0
45022,456291,29356,21,516,9640,Employed,50,Single,3,Average,Personal Loan,Disbursement,0,0
45023,107591,35796,37,560,17950,Retired,51,Divorced,3,Good,Business Loan,Lead,4,0
45024,248432,5468,64,328,6398,Retired,8,Divorced,1,Good,Home Loan,Lead,3,0
45025,20171,15359,45,747,3780,Self-Employed,37,Divorced,2,Good,Personal Loan,Lead,1,0
45026,309348,14845,22,831,14947,Retired,7,Widowed,2,Good,Business Loan,Lead,0,0
45027,403382,7183,22,317,16367,Unemployed,47,Divorced,0,Good,Car Loan,Lead,2,0
45028,474118,20972,59,759,14251,Retired,21,Widowed,0,Good,Home Loan,File,0,0
45029,877226,34273,35,699,8948,Self-Employed,27,Divorced,2,Good,Personal Loan,Disbursement,1,0
45030,835166,15981,33,618,19277,Retired,26,Single,1,Good,Car Loan,Sanction,2,0
45031,786318,34457,32,526,19502,Unemployed,34,Single,1,Good,Home Loan,Lead,2,0
45032,882683,17535,31,698,2696,Self-Employed,7,Single,0,Average,Car Loan,Disbursement,2,0
45033,394683,3800,49,696,6509,Retired,11,Divorced,3,Average,Business Loan,Lead,3,0
45034,625909,13776,31,812,19415,Self-Employed,41,Widowed,0,Good,Home Loan,File,2,0
45035,786357,34985,24,387,7327,Self-Employed,37,Divorced,4,Good,Car Loan,Sanction,4,0
45036,785680,28150,21,308,2003,Employed,27,Divorced,4,Average,Car Loan,Disbursement,4,0
45037,724801,3756,47,379,1468,Employed,45,Widowed,4,Good,Business Loan,Lead,3,0
45038,574366,28906,64,719,1139,Retired,41,Married,1,Good,Home Loan,Lead,1,0
45039,819210,11334,55,492,2996,Retired,13,Divorced,0,Good,Car Loan,Disbursement,3,0
45040,737286,2061,33,590,3546,Retired,54,Divorced,2,Good,Home Loan,File,1,0
45041,681284,11212,51,592,11834,Employed,22,Married,4,Good,Car Loan,Sanction,2,0
45042,50832,27999,31,826,6254,Unemployed,31,Single,0,Good,Car Loan,File,3,0
45043,637828,25769,30,623,7591,Retired,43,Married,2,Good,Home Loan,Disbursement,4,0
45044,766140,37775,57,309,3936,Self-Employed,8,Widowed,0,Good,Home Loan,File,1,0
45045,595531,10758,28,314,11064,Retired,25,Married,2,Good,Personal Loan,File,2,0
45046,505144,39710,36,846,16821,Self-Employed,31,Married,1,Good,Business Loan,Lead,1,0
45047,947552,3007,25,437,17543,Self-Employed,32,Married,0,Good,Home Loan,Lead,0,0
45048,250701,9256,41,527,14310,Unemployed,53,Divorced,4,Good,Personal Loan,File,0,0
45049,562103,12713,28,427,14043,Employed,39,Single,3,Good,Car Loan,Sanction,0,0
45050,826114,25804,55,775,12286,Unemployed,36,Single,2,Average,Car Loan,File,3,0
45051,546777,23886,25,803,14935,Unemployed,36,Divorced,1,Good,Business Loan,Sanction,3,0
45052,385012,3636,33,377,12992,Unemployed,55,Widowed,2,Good,Home Loan,Lead,4,0
45053,789646,35129,33,335,17777,Employed,31,Single,4,Average,Home Loan,Lead,1,0
45054,981738,37587,25,572,17280,Retired,37,Widowed,3,Good,Home Loan,Sanction,1,0
45055,905126,31632,53,449,11076,Self-Employed,43,Single,4,Good,Personal Loan,Sanction,0,0
45056,324845,38079,36,381,10068,Retired,8,Single,1,Good,Home Loan,File,2,0
45057,939455,20232,40,692,9640,Employed,46,Single,3,Poor,Business Loan,Lead,2,0
45058,243047,16542,62,799,10656,Retired,38,Single,1,Good,Car Loan,Sanction,4,0
45059,710378,20999,58,477,11547,Unemployed,25,Married,4,Good,Home Loan,File,4,0
45060,147524,10883,48,661,16661,Self-Employed,7,Married,2,Good,Personal Loan,Sanction,4,0
45061,820067,36685,36,354,3489,Retired,6,Divorced,2,Average,Car Loan,Disbursement,2,0
45062,234355,3927,52,693,501,Retired,58,Widowed,3,Good,Home Loan,Lead,0,0
45063,104332,14447,52,316,3541,Retired,38,Widowed,1,Good,Car Loan,File,4,0
45064,426149,12103,31,494,18328,Employed,33,Divorced,2,Average,Home Loan,File,2,0
45065,432797,21525,22,581,1668,Employed,51,Widowed,4,Average,Business Loan,File,0,0
45066,778776,3831,24,825,8895,Retired,39,Widowed,4,Average,Home Loan,Sanction,0,0
45067,436497,25792,33,760,8878,Unemployed,13,Single,1,Good,Home Loan,File,0,0
45068,909646,21140,25,780,6700,Unemployed,6,Widowed,2,Average,Business Loan,Sanction,0,0
45069,681547,22642,27,829,5067,Unemployed,17,Married,0,Good,Personal Loan,Disbursement,1,0
45070,814385,21538,33,438,9205,Retired,17,Widowed,0,Good,Car Loan,File,1,0
45071,956322,24118,42,600,13182,Retired,56,Single,2,Good,Home Loan,Lead,1,0
45072,422918,21616,22,301,2414,Unemployed,53,Single,2,Good,Car Loan,Sanction,3,0
45073,273422,24370,60,580,3456,Retired,20,Divorced,2,Average,Car Loan,Sanction,0,0
45074,180638,13877,46,306,3692,Self-Employed,58,Divorced,3,Average,Home Loan,Disbursement,4,0
45075,64722,22719,49,697,17987,Employed,13,Single,0,Good,Home Loan,Lead,3,0
45076,285180,11927,28,801,429,Employed,22,Single,4,Good,Personal Loan,Lead,2,0
45077,118031,31157,40,715,6675,Employed,27,Divorced,4,Good,Business Loan,Sanction,2,0
45078,684943,2670,23,755,19232,Employed,19,Widowed,2,Good,Personal Loan,File,2,0
45079,861676,5274,61,655,19180,Self-Employed,38,Divorced,3,Poor,Personal Loan,Disbursement,3,0
45080,145548,12051,26,696,8167,Employed,29,Divorced,3,Good,Car Loan,Lead,3,0
45081,600142,15305,21,810,6230,Retired,20,Married,4,Good,Home Loan,Lead,1,0
45082,99805,19604,39,809,15631,Unemployed,28,Divorced,1,Good,Home Loan,Lead,1,0
45083,436843,8357,60,401,2795,Self-Employed,31,Divorced,4,Average,Personal Loan,Disbursement,0,0
45084,967945,10444,32,622,331,Unemployed,26,Divorced,3,Good,Home Loan,File,2,0
45085,912735,22115,22,508,17588,Unemployed,42,Widowed,1,Good,Business Loan,File,2,0
45086,160826,38842,61,788,1141,Retired,56,Single,1,Average,Business Loan,Sanction,1,0
45087,503113,3227,56,510,4891,Self-Employed,38,Widowed,4,Average,Personal Loan,Disbursement,4,0
45088,987255,19076,57,583,14920,Unemployed,20,Married,4,Good,Home Loan,File,0,0
45089,811411,19195,60,671,12890,Self-Employed,9,Divorced,2,Poor,Car Loan,Disbursement,3,0
45090,861878,20419,29,764,19700,Employed,39,Married,3,Good,Business Loan,File,3,0
45091,197233,4293,55,797,8531,Unemployed,34,Widowed,2,Good,Personal Loan,Sanction,3,0
45092,303166,12948,61,381,17162,Employed,46,Married,0,Average,Personal Loan,Sanction,3,0
45093,985761,32960,60,374,17041,Self-Employed,24,Married,3,Good,Car Loan,Disbursement,2,0
45094,533741,22151,43,741,3309,Unemployed,33,Divorced,0,Good,Car Loan,File,1,0
45095,843007,9780,28,732,1936,Retired,14,Single,2,Good,Personal Loan,File,4,0
45096,586548,36732,35,767,299,Self-Employed,10,Divorced,4,Good,Personal Loan,Lead,0,0
45097,747077,31063,62,842,11980,Retired,16,Single,4,Good,Business Loan,Lead,1,0
45098,224973,26730,43,466,18390,Employed,16,Married,0,Average,Business Loan,Sanction,3,0
45099,96862,13333,56,436,18661,Unemployed,36,Widowed,4,Good,Home Loan,Disbursement,0,0
45100,176777,14166,57,584,10724,Retired,59,Widowed,3,Good,Business Loan,File,0,0
45101,978337,30953,32,542,9132,Self-Employed,16,Single,3,Average,Car Loan,Lead,1,0
45102,583317,18413,38,703,178,Employed,56,Widowed,4,Good,Personal Loan,Sanction,1,0
45103,402393,19104,46,491,11253,Unemployed,46,Single,4,Good,Car Loan,Sanction,4,0
45104,860397,34210,50,653,3089,Self-Employed,52,Single,3,Good,Car Loan,Disbursement,3,0
45105,562240,38571,48,364,14728,Self-Employed,43,Widowed,2,Good,Personal Loan,Sanction,4,0
45106,523431,32498,62,459,6544,Employed,23,Divorced,1,Average,Personal Loan,File,4,0
45107,237509,24562,32,608,2136,Unemployed,32,Widowed,3,Good,Home Loan,Disbursement,4,0
45108,730874,20436,28,492,407,Employed,39,Divorced,4,Good,Car Loan,File,2,0
45109,650113,29493,53,653,5079,Self-Employed,29,Single,2,Average,Car Loan,File,2,0
45110,215381,19654,34,713,16453,Self-Employed,55,Married,0,Average,Home Loan,Disbursement,2,0
45111,394149,19500,21,422,9087,Retired,13,Widowed,4,Good,Home Loan,File,0,0
45112,973588,36582,21,675,17456,Unemployed,25,Married,1,Good,Home Loan,File,1,0
45113,659247,24508,47,567,16632,Employed,38,Single,0,Good,Home Loan,Disbursement,3,0
45114,863142,22794,54,326,14447,Self-Employed,12,Divorced,1,Good,Car Loan,File,2,0
45115,26796,21645,28,565,4334,Self-Employed,12,Divorced,1,Poor,Car Loan,Lead,2,0
45116,186420,23023,30,692,4817,Employed,30,Single,0,Good,Home Loan,Sanction,4,0
45117,344557,23739,40,484,845,Retired,32,Divorced,2,Good,Car Loan,Lead,0,0
45118,518151,14145,57,376,13725,Retired,52,Divorced,3,Good,Car Loan,Sanction,0,0
45119,189405,38260,21,635,14998,Employed,7,Married,2,Good,Personal Loan,Disbursement,0,0
45120,284866,33890,50,515,16582,Unemployed,45,Single,4,Good,Personal Loan,File,1,0
45121,748451,24639,45,689,1384,Self-Employed,58,Married,3,Good,Home Loan,Sanction,1,0
45122,117761,32710,50,329,10695,Retired,21,Single,4,Good,Business Loan,Disbursement,0,0
45123,608386,7227,46,826,4172,Self-Employed,27,Married,2,Poor,Home Loan,Disbursement,1,0
45124,253380,13794,38,692,6315,Self-Employed,37,Married,4,Average,Home Loan,Disbursement,4,0
45125,863514,22914,30,701,6184,Self-Employed,39,Married,0,Good,Home Loan,Disbursement,1,0
45126,554546,26019,27,399,12583,Self-Employed,32,Single,3,Good,Home Loan,Sanction,4,0
45127,278850,31044,30,352,2702,Self-Employed,45,Single,1,Good,Personal Loan,Sanction,1,0
45128,820375,28894,26,401,12094,Retired,8,Divorced,1,Good,Business Loan,Lead,4,0
45129,855756,20280,24,605,6040,Retired,14,Divorced,0,Poor,Car Loan,Sanction,4,0
45130,813747,20620,60,371,11437,Employed,29,Widowed,4,Good,Home Loan,File,4,0
45131,539640,24068,30,761,10812,Self-Employed,33,Single,4,Good,Car Loan,Sanction,1,0
45132,39497,33431,46,633,6060,Retired,40,Married,2,Good,Business Loan,Disbursement,1,0
45133,342289,17474,61,712,19435,Unemployed,35,Single,4,Good,Home Loan,Lead,4,0
45134,705334,21922,47,536,16016,Retired,37,Widowed,0,Poor,Car Loan,Lead,4,1
45135,889754,13611,52,834,14097,Unemployed,7,Widowed,3,Good,Home Loan,File,0,0
45136,912091,3099,26,621,10333,Unemployed,14,Single,4,Poor,Personal Loan,File,4,0
45137,556516,21011,49,504,18633,Employed,38,Widowed,0,Good,Car Loan,Lead,0,0
45138,524896,31729,59,770,399,Unemployed,7,Widowed,0,Good,Business Loan,Sanction,3,0
45139,906584,27306,43,742,890,Employed,50,Divorced,1,Good,Personal Loan,File,0,0
45140,13882,29074,51,619,14412,Retired,56,Widowed,0,Good,Business Loan,Disbursement,0,0
45141,259962,34096,56,475,6519,Unemployed,57,Divorced,0,Average,Business Loan,File,2,0
45142,152340,8283,57,487,77,Unemployed,15,Married,3,Poor,Personal Loan,Sanction,4,1
45143,337990,6562,25,703,13038,Unemployed,38,Married,3,Poor,Personal Loan,Sanction,0,0
45144,248180,19616,25,407,13502,Unemployed,49,Widowed,0,Good,Personal Loan,Lead,0,0
45145,291607,16654,26,813,18003,Retired,39,Married,3,Good,Personal Loan,File,1,0
45146,81789,31060,40,591,7041,Employed,40,Single,3,Good,Business Loan,Disbursement,4,0
45147,90940,34408,26,636,4390,Unemployed,9,Single,0,Poor,Car Loan,Sanction,4,0
45148,971818,12610,48,603,6276,Retired,8,Widowed,3,Good,Car Loan,Disbursement,4,0
45149,801259,18242,32,612,14845,Retired,41,Divorced,3,Average,Home Loan,Sanction,2,0
45150,212546,11287,53,628,8112,Employed,39,Married,1,Average,Home Loan,File,1,0
45151,693422,22943,34,405,14493,Unemployed,49,Divorced,2,Good,Personal Loan,File,2,0
45152,95690,7380,52,721,17671,Self-Employed,41,Divorced,3,Average,Business Loan,File,2,0
45153,929744,34611,56,480,18719,Unemployed,47,Single,0,Good,Personal Loan,Sanction,4,0
45154,920175,20200,42,432,12410,Unemployed,13,Divorced,4,Good,Home Loan,File,2,0
45155,503364,14623,50,831,5952,Employed,55,Married,1,Good,Business Loan,File,2,0
45156,6585,36829,21,335,13578,Employed,21,Widowed,1,Good,Home Loan,Sanction,4,0
45157,319676,32166,32,632,6033,Retired,35,Widowed,0,Good,Personal Loan,Disbursement,1,0
45158,408757,2563,26,412,19455,Self-Employed,32,Divorced,3,Average,Home Loan,File,4,0
45159,272571,37096,34,512,13807,Employed,34,Single,4,Poor,Business Loan,Sanction,3,1
45160,883715,17578,37,508,3923,Employed,16,Divorced,0,Good,Personal Loan,Sanction,1,0
45161,610444,30727,52,616,16431,Retired,16,Widowed,0,Average,Car Loan,File,3,0
45162,250954,27809,55,317,19525,Unemployed,8,Divorced,2,Good,Home Loan,File,2,0
45163,538321,4757,44,739,1898,Unemployed,9,Widowed,2,Good,Home Loan,Sanction,0,0
45164,691430,16725,59,770,11707,Retired,10,Divorced,4,Average,Personal Loan,File,0,0
45165,641746,17126,23,332,6683,Retired,17,Married,3,Good,Personal Loan,Disbursement,2,0
45166,920199,24072,36,751,4059,Unemployed,32,Divorced,4,Good,Car Loan,File,1,0
45167,709464,9348,44,797,7616,Retired,23,Divorced,0,Good,Personal Loan,Sanction,1,0
45168,17199,12357,36,345,14553,Retired,7,Widowed,1,Good,Home Loan,File,4,0
45169,935280,20768,30,414,420,Self-Employed,26,Married,1,Good,Home Loan,Disbursement,0,0
45170,683087,33542,38,422,2322,Self-Employed,25,Divorced,0,Good,Home Loan,Disbursement,3,0
45171,532219,29108,32,650,11969,Unemployed,57,Widowed,2,Poor,Car Loan,Disbursement,4,0
45172,85379,15587,42,738,11257,Employed,25,Widowed,2,Good,Business Loan,Lead,2,0
45173,192265,14546,61,401,9122,Employed,11,Divorced,0,Good,Home Loan,File,3,0
45174,797131,10000,59,810,16470,Self-Employed,41,Married,3,Good,Car Loan,Sanction,2,0
45175,456005,2292,57,374,5342,Employed,54,Divorced,2,Poor,Car Loan,Disbursement,1,1
45176,259031,31858,39,380,16188,Unemployed,25,Divorced,4,Average,Car Loan,Lead,2,0
45177,484976,15947,39,631,9964,Unemployed,47,Married,4,Good,Personal Loan,File,1,0
45178,163393,3534,22,557,2738,Self-Employed,43,Married,1,Poor,Business Loan,Sanction,3,0
45179,852464,36159,42,688,17835,Self-Employed,35,Married,1,Good,Personal Loan,Lead,0,0
45180,12636,19404,60,438,4547,Employed,38,Married,2,Poor,Home Loan,Sanction,3,1
45181,858828,33490,35,333,16327,Self-Employed,6,Married,3,Average,Car Loan,Sanction,0,0
45182,125249,2619,24,625,5347,Retired,39,Divorced,2,Good,Business Loan,Sanction,4,0
45183,907050,14478,34,834,14853,Retired,40,Widowed,1,Good,Home Loan,Lead,0,0
45184,282133,23481,47,787,16010,Retired,40,Single,4,Good,Car Loan,Sanction,0,0
45185,56086,29745,40,360,6990,Unemployed,16,Married,2,Good,Car Loan,Disbursement,0,0
45186,773901,21041,56,646,10149,Retired,30,Married,0,Good,Car Loan,Sanction,0,0
45187,763031,14823,25,316,2498,Self-Employed,49,Widowed,2,Average,Car Loan,File,0,0
45188,510174,7377,59,625,6154,Employed,13,Married,1,Good,Car Loan,Disbursement,0,0
45189,498691,17117,46,398,11101,Retired,10,Single,1,Poor,Personal Loan,File,2,1
45190,303206,19166,45,335,7167,Retired,48,Widowed,2,Good,Car Loan,Sanction,0,0
45191,739697,26889,28,849,8762,Retired,50,Divorced,1,Good,Home Loan,Lead,4,0
45192,460341,24957,53,797,14570,Retired,51,Divorced,0,Good,Car Loan,File,1,0
45193,559686,36484,60,512,11684,Self-Employed,45,Divorced,2,Good,Business Loan,Disbursement,1,0
45194,861715,10445,53,330,2929,Self-Employed,28,Single,4,Good,Business Loan,Sanction,3,0
45195,894128,37639,50,577,10587,Employed,47,Married,0,Average,Personal Loan,Disbursement,0,0
45196,75774,17084,32,339,3687,Employed,17,Widowed,3,Good,Car Loan,Lead,4,0
45197,794266,31196,63,426,11340,Employed,59,Widowed,4,Poor,Home Loan,Lead,4,1
45198,315347,36466,35,629,2140,Retired,31,Married,0,Good,Business Loan,Lead,2,0
45199,312820,26739,57,647,10951,Self-Employed,50,Married,1,Good,Car Loan,Lead,1,0
45200,555518,10164,64,710,16974,Retired,59,Divorced,2,Good,Car Loan,Sanction,3,0
45201,864084,38169,45,551,9982,Unemployed,41,Married,1,Average,Home Loan,Sanction,0,0
45202,335608,8648,56,376,18463,Employed,7,Married,1,Good,Business Loan,Sanction,0,0
45203,520329,19313,58,620,19976,Unemployed,39,Widowed,1,Good,Business Loan,File,4,0
45204,98715,36996,21,479,469,Self-Employed,36,Divorced,4,Good,Business Loan,Lead,1,0
45205,420350,25066,58,790,3751,Employed,19,Single,3,Poor,Personal Loan,Lead,4,0
45206,236048,7576,27,770,9434,Employed,29,Divorced,4,Good,Home Loan,File,0,0
45207,799622,32664,35,608,3741,Self-Employed,12,Widowed,2,Good,Personal Loan,Lead,4,0
45208,94364,25625,59,461,17738,Unemployed,40,Widowed,2,Good,Personal Loan,Sanction,4,0
45209,664710,11870,52,374,2301,Self-Employed,50,Married,3,Poor,Personal Loan,Lead,0,1
